age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country
23,1,234791,10,0,7,3,0,0,0,36,0
53,1,129301,10,2,2,2,1,0,0,45,0
53,1,270546,9,1,13,1,0,0,0,20,0
56,5,238405,9,3,8,1,0,0,0,40,0
31,1,263561,14,2,6,2,1,0,0,40,0
62,1,252668,14,0,1,1,1,0,0,70,0
33,1,234537,9,2,4,2,1,0,0,40,0
24,1,200207,9,0,12,1,1,0,0,40,0
32,1,125856,12,2,6,2,1,0,0,60,0
18,3,357223,6,0,7,0,1,0,0,16,0
36,1,423711,9,2,10,2,1,0,0,45,0
32,1,80945,9,2,10,2,1,0,0,40,29
21,1,512828,9,0,3,0,1,0,0,40,0
31,4,122749,11,1,4,0,1,0,0,20,0
55,3,298449,13,2,6,2,1,0,2415,50,0
65,4,538099,13,2,5,2,1,0,0,30,0
35,0,129305,9,2,0,2,1,0,0,40,0
45,1,114774,14,1,1,1,0,0,2258,55,0
36,1,137314,11,0,11,1,1,0,0,45,0
56,5,114231,6,3,7,3,0,0,0,25,0
41,1,104892,10,2,8,2,1,2829,0,40,0
40,1,266439,11,2,7,2,1,0,0,15,0
24,1,537222,9,2,6,2,1,0,0,50,0
23,1,249046,6,2,12,2,1,0,0,40,0
49,1,169042,9,4,1,3,0,0,625,40,13
34,0,146589,9,0,0,3,0,0,0,40,0
30,1,171598,13,5,2,1,0,0,0,50,0
40,1,151365,9,1,4,1,0,0,0,40,0
41,6,356934,10,2,1,2,1,0,0,44,0
18,0,240183,9,0,0,0,0,0,0,45,0
37,1,86551,13,2,6,2,1,0,0,45,0
47,1,27815,5,1,7,1,0,0,1719,30,0
23,1,449432,10,0,8,0,1,0,0,40,0
31,1,113364,9,2,9,2,1,0,0,40,0
31,1,137444,9,2,10,2,1,0,0,40,0
40,1,338740,9,2,6,2,1,0,0,40,0
53,4,34973,10,2,5,2,1,0,0,45,0
41,1,31221,9,1,7,3,0,0,0,30,0
30,1,159888,13,0,2,1,1,0,0,60,0
36,1,356838,16,2,1,2,1,0,0,50,16
26,1,191573,12,2,1,5,0,0,0,40,0
28,5,133136,14,0,1,1,1,0,0,35,0
48,5,493862,9,2,6,2,1,7298,0,38,0
30,2,218640,10,2,1,5,0,0,0,40,0
36,6,930948,10,4,8,3,0,6497,0,56,0
33,5,190290,11,0,3,1,1,0,0,56,0
26,1,187577,11,0,2,1,1,0,0,55,0
47,2,103406,9,2,11,2,1,0,0,40,0
42,1,38389,13,2,8,2,1,0,0,40,0
48,1,246367,10,3,8,1,0,0,0,50,0
24,6,59948,9,0,1,3,0,0,0,40,0
26,1,91683,6,2,9,2,1,0,0,35,0
36,1,128757,13,2,7,2,1,7298,0,36,0
40,1,175398,11,1,1,1,0,0,0,20,0
28,4,112403,13,0,3,0,1,0,0,40,0
44,1,300528,7,2,8,2,1,0,0,40,0
59,1,168569,15,0,1,1,1,0,0,50,0
49,1,175622,14,2,1,2,1,0,0,40,0
30,1,182833,10,0,6,0,0,0,0,40,0
55,2,120781,16,2,1,2,1,0,0,40,6
30,1,195447,13,2,1,2,1,0,0,50,0
22,6,471452,13,0,11,0,1,0,0,8,0
40,1,305348,5,0,4,4,1,0,0,40,0
44,5,34935,10,0,7,0,1,0,0,40,0
21,1,265361,9,0,5,1,1,0,0,50,0
24,1,190457,10,0,8,0,0,0,0,40,0
38,2,54911,10,1,11,3,0,0,0,10,0
29,6,309778,10,2,11,2,1,0,0,40,0
33,6,293550,10,2,11,5,0,4064,0,40,0
27,1,96718,9,2,10,2,1,0,0,39,0
41,1,237452,13,2,1,5,0,0,0,15,11
66,5,188220,9,3,8,3,0,0,0,35,0
39,1,184659,9,2,10,2,1,0,0,40,0
27,1,114158,11,0,8,0,0,0,0,35,0
47,1,209320,9,4,7,1,0,0,0,40,0
51,1,155403,9,2,8,5,0,0,0,40,0
39,5,207853,8,2,11,2,1,0,0,50,0
22,1,146540,7,0,4,1,1,0,0,50,0
39,5,305597,9,4,6,3,1,0,0,40,0
40,1,222504,11,0,1,0,0,0,0,36,0
25,1,114150,9,0,12,4,1,0,0,40,0
67,0,150264,16,2,0,2,1,0,0,20,16
36,1,114605,11,2,8,2,1,0,0,40,0
41,1,200479,9,2,9,2,1,0,0,40,0
47,1,76034,10,2,7,2,1,0,0,57,0
26,1,306513,10,0,12,0,1,0,0,40,0
30,1,27856,9,2,8,5,0,0,0,40,0
30,4,189759,9,0,4,1,1,0,0,45,0
31,2,123037,10,0,11,1,1,0,0,13,0
23,1,106957,7,0,4,0,1,14344,0,40,23
80,0,174995,9,2,0,2,1,0,0,8,16
22,1,133833,10,0,8,0,0,0,0,40,0
43,1,101950,14,0,6,1,0,0,0,45,0
49,1,252079,10,2,9,2,1,0,0,40,0
21,1,99829,10,0,2,1,0,0,0,25,0
39,1,171524,6,0,12,1,1,0,0,40,31
31,1,240283,13,2,8,5,0,0,0,40,0
43,2,99185,13,1,1,1,0,0,0,40,0
44,2,165108,14,2,1,2,1,0,0,40,0
36,1,160035,9,0,7,1,1,0,0,40,0
44,4,179557,9,2,6,2,1,0,1977,45,0
52,1,389270,10,2,8,5,0,0,0,35,0
40,1,133986,6,4,9,3,0,0,0,70,0
47,1,216093,9,2,8,2,1,15024,0,40,0
22,1,106843,6,0,4,4,1,0,0,30,0
27,1,604045,13,0,2,1,1,27828,0,40,0
46,1,337050,14,2,6,2,1,0,1977,45,0
35,1,179579,9,2,9,2,1,0,0,40,0
22,1,385540,6,0,7,1,1,0,0,40,10
36,1,257250,9,2,2,2,1,0,0,35,0
45,1,242391,13,2,6,2,1,0,0,40,0
53,6,130703,9,2,8,2,1,0,0,40,0
41,3,194636,13,2,2,2,1,99999,0,65,0
26,1,34393,10,1,8,1,0,0,0,40,0
21,1,129674,10,0,6,1,1,0,0,48,10
26,1,252565,6,2,4,2,1,0,0,55,0
42,1,274913,9,1,4,3,1,0,0,45,0
17,0,659273,7,0,0,0,0,0,0,40,30
35,5,216068,9,4,8,3,0,0,0,38,0
44,3,398473,10,2,2,2,1,0,0,70,0
34,1,473133,9,2,2,2,1,0,0,60,0
30,1,402539,9,0,8,3,0,0,0,40,0
57,1,175942,13,2,1,2,1,0,0,40,3
48,1,29433,10,1,2,3,0,0,0,55,0
52,1,200419,12,4,1,1,0,0,0,50,0
58,3,349910,15,2,1,2,1,0,1977,50,0
29,1,39484,13,2,7,2,1,7298,0,42,0
52,5,278522,10,2,9,2,1,0,0,40,0
45,1,285060,13,2,6,2,1,0,0,50,0
35,5,184117,14,0,1,0,0,0,0,25,0
53,5,233734,14,1,1,1,0,0,0,40,0
35,6,207973,16,2,1,2,1,0,0,55,16
31,1,49923,9,2,9,2,1,0,0,40,0
39,5,177907,9,2,3,2,1,0,1887,40,0
36,1,186808,13,2,4,0,1,0,0,40,0
40,5,104196,8,2,6,2,1,0,0,40,0
56,1,92215,5,1,4,1,0,0,0,40,0
25,1,194813,9,2,4,2,1,0,0,50,0
29,1,308944,9,5,4,1,1,0,0,40,0
53,1,30447,9,1,10,1,1,0,0,50,0
32,1,295589,14,2,6,2,1,0,1977,40,0
44,1,34218,13,1,1,1,1,0,0,45,0
20,1,296618,9,0,2,1,0,0,0,30,0
42,5,159931,13,2,1,5,0,0,0,45,0
22,1,167868,9,0,2,1,0,0,0,30,0
36,4,350103,9,2,4,2,1,0,0,40,0
50,1,128143,13,2,4,2,1,0,1887,50,0
50,1,234657,10,1,8,3,0,0,0,40,0
29,1,109989,9,0,2,1,1,0,0,40,0
18,0,104704,7,0,0,0,1,0,0,25,0
50,1,95469,9,2,8,2,1,7298,0,45,0
49,5,49275,9,0,4,1,1,0,0,50,0
54,5,188446,9,2,7,2,1,0,0,40,0
28,1,133625,9,2,9,2,1,0,0,40,0
39,1,195843,11,0,10,0,1,0,0,40,0
28,1,213276,9,2,6,2,1,0,0,50,0
20,1,177287,9,0,6,0,0,0,0,40,0
23,1,149704,9,0,8,0,0,0,0,40,0
22,0,219941,10,0,0,0,1,0,0,40,0
42,1,511068,13,2,1,2,1,7688,0,40,0
19,1,195985,9,0,7,1,0,0,0,40,0
39,1,202937,14,0,1,1,0,0,0,40,0
35,1,143058,13,2,1,2,1,0,0,60,0
43,2,310969,15,2,1,2,1,0,0,40,0
60,1,132529,9,2,7,2,1,0,0,40,0
65,4,175202,9,2,6,2,1,0,0,24,0
25,1,109609,10,0,7,1,1,0,0,25,0
64,0,205479,13,2,0,2,1,0,0,50,0
42,1,127314,13,2,11,2,1,0,0,45,0
30,1,94235,13,2,1,2,1,0,0,60,0
71,1,212806,9,2,2,2,1,0,0,36,0
33,1,87209,9,1,4,1,1,0,0,45,0
28,1,187397,9,0,7,4,1,0,0,48,10
61,1,97030,10,1,7,1,0,0,0,30,0
33,1,195488,9,2,8,5,0,0,0,52,0
33,2,120460,9,2,4,2,1,0,0,40,0
46,1,191389,9,2,6,5,0,0,0,28,0
32,1,29933,9,2,10,2,1,5178,0,40,0
19,1,222445,10,0,8,0,0,0,0,10,0
25,5,163101,13,0,1,1,1,0,0,45,0
67,1,247566,9,2,3,2,1,0,0,24,0
45,1,102318,11,2,6,2,1,0,0,45,0
36,1,231948,9,2,4,2,1,0,0,64,0
32,1,192039,11,2,1,5,0,0,0,40,0
23,2,315449,10,0,8,0,1,0,0,20,0
24,1,254767,4,2,5,2,1,2105,0,50,0
48,1,64479,13,1,6,1,1,0,0,47,0
24,1,210474,14,0,1,0,0,0,0,40,0
20,1,196758,12,0,2,0,0,0,0,20,0
20,1,194686,10,0,12,4,1,0,0,15,0
39,1,179671,6,2,4,2,1,0,0,40,0
19,0,194404,10,0,0,0,0,0,0,32,0
41,1,113491,10,2,1,2,1,0,0,40,0
34,1,203408,13,2,1,2,1,7688,0,50,0
17,1,507492,7,0,2,0,0,0,0,15,1
31,2,73161,14,2,1,2,1,0,1740,40,0
40,1,421837,9,2,6,2,1,0,0,50,0
53,5,188644,3,2,7,2,1,0,0,40,10
33,1,204494,10,2,6,2,1,0,0,56,0
25,1,160445,9,1,4,1,1,0,0,40,0
67,0,192916,9,2,0,2,1,3818,0,11,0
32,1,207172,10,0,2,4,0,0,0,40,0
46,1,196707,9,1,4,1,1,0,0,55,0
44,4,136986,10,2,2,2,1,0,0,25,0
64,4,178748,2,2,4,2,1,0,0,40,10
33,1,115496,16,2,1,2,1,0,0,60,0
17,1,165457,6,0,7,0,1,0,0,16,0
43,1,243476,9,1,11,1,0,0,0,40,0
54,5,219276,13,2,6,2,1,0,0,40,14
51,2,22211,9,1,6,1,1,0,0,37,0
30,1,200192,10,2,7,5,0,0,0,45,0
41,1,225978,13,0,1,1,1,0,0,40,0
24,5,155818,13,0,1,1,0,0,0,60,0
53,6,36186,13,2,6,2,1,7298,0,40,0
28,0,157813,7,1,0,3,0,0,0,58,16
27,1,192936,13,0,6,1,0,0,0,30,0
28,1,156967,9,1,8,3,0,0,0,40,0
26,1,202203,3,0,8,0,0,0,0,40,10
31,1,375221,7,0,9,1,1,0,0,35,0
29,1,247445,9,4,4,1,1,0,0,40,0
43,1,163985,9,2,4,2,1,0,0,40,0
43,2,598995,13,2,1,5,0,3103,0,40,0
18,0,36779,7,0,0,0,0,0,0,20,0
35,1,299353,9,0,7,3,0,0,0,40,0
48,1,373366,2,2,5,2,1,3781,0,50,10
43,4,153109,12,1,6,3,0,0,0,60,0
34,0,73296,7,0,0,1,0,0,0,40,0
29,1,162551,14,2,1,5,0,0,0,40,37
23,1,187513,11,0,10,0,1,0,0,40,0
37,0,319685,11,2,0,2,1,0,0,54,0
27,1,203160,9,2,10,2,1,0,0,40,0
19,1,228939,9,0,12,0,1,0,0,35,0
50,1,158948,9,2,1,2,1,0,0,84,0
28,1,320862,10,1,2,1,0,0,0,40,0
49,1,214169,10,2,4,2,1,0,0,40,0
23,1,145964,10,0,7,0,1,0,0,20,0
29,1,197565,11,0,8,0,0,0,0,35,0
26,1,108822,9,0,9,3,1,0,0,40,0
23,1,251073,6,0,12,1,1,0,0,40,0
60,0,141580,9,2,0,2,1,0,0,50,0
38,1,273640,9,0,7,3,0,0,0,40,0
66,1,140576,4,2,4,2,1,0,0,40,0
23,1,32950,10,0,2,1,1,0,0,40,0
26,1,301298,10,0,4,0,1,0,0,50,0
17,1,214787,8,0,8,0,0,0,0,25,0
34,1,106742,9,2,4,2,1,0,0,45,0
20,5,243178,9,0,12,0,1,0,0,40,0
34,1,193285,9,2,12,2,1,0,0,40,0
51,2,136060,9,3,8,3,0,0,0,40,0
31,1,154297,9,0,2,3,0,0,0,24,0
24,1,234640,11,0,7,0,0,0,0,35,0
37,1,123785,9,0,7,1,1,0,0,75,0
34,1,162604,9,0,4,4,1,0,0,40,0
40,5,153489,9,2,7,4,1,3137,0,40,0
62,1,67320,9,3,7,4,0,0,0,40,0
35,1,104545,9,1,6,3,0,0,0,20,0
31,1,265201,9,0,8,1,0,0,0,40,4
58,1,81038,10,2,2,2,1,0,0,12,0
22,0,137876,10,0,0,0,1,0,0,40,0
30,2,152940,14,0,1,3,1,0,0,40,0
61,3,134768,13,2,6,2,1,0,0,50,4
39,1,358837,10,0,11,3,0,0,0,40,0
21,1,227986,9,0,10,3,0,0,0,40,0
26,1,224563,13,0,8,1,1,0,0,40,0
28,1,110408,9,2,2,2,1,0,0,45,0
54,1,297551,10,2,4,2,1,7298,0,40,0
61,3,218009,15,1,1,1,1,0,0,35,0
31,5,323829,9,1,3,4,1,0,0,45,0
31,1,234537,9,0,12,1,1,0,0,60,0
24,1,161092,10,2,8,2,1,7298,0,40,0
53,1,108435,9,2,11,2,1,0,0,40,7
58,0,230586,6,3,0,3,0,0,0,40,0
22,1,271274,7,0,2,1,0,0,0,40,0
38,1,208379,13,0,10,1,0,0,0,8,0
61,0,167284,4,3,0,1,0,0,0,40,0
24,1,427686,2,2,12,4,1,0,0,40,10
18,0,200525,7,0,0,0,0,0,0,25,0
25,1,401241,10,0,7,1,0,4416,0,25,0
57,2,68830,9,1,6,1,0,0,0,50,0
17,1,54257,7,0,8,0,0,0,0,20,0
34,5,202729,9,2,3,2,1,0,0,40,0
37,1,132702,13,5,6,1,0,0,0,40,0
24,1,270872,9,0,4,4,1,594,0,40,3
43,4,311177,10,0,9,1,1,0,0,30,0
22,1,234474,10,0,8,0,0,0,0,25,0
17,1,138293,7,0,12,0,1,0,0,15,0
27,1,310483,13,1,1,1,1,0,0,50,0
32,2,117927,10,0,8,1,0,0,0,40,0
38,1,226357,9,2,4,2,1,0,0,40,0
23,1,160968,10,0,1,0,1,0,0,10,0
21,1,108687,10,0,2,0,0,0,0,40,0
39,1,63021,10,1,7,1,0,0,0,20,0
46,1,201699,9,2,4,2,1,0,0,40,0
41,1,242804,9,2,9,2,1,0,0,40,0
57,6,97837,10,1,1,1,1,0,0,48,0
47,5,193012,14,1,3,1,1,0,0,50,0
31,0,85077,13,2,0,5,0,0,1902,20,0
73,1,284680,9,1,7,1,0,0,0,20,0
34,1,258666,11,0,11,1,0,0,1974,40,0
46,1,165468,10,2,4,2,1,0,0,50,0
32,1,79870,10,2,6,0,0,2597,0,40,5
19,0,232060,9,0,0,0,1,0,0,40,0
28,1,120135,11,0,2,1,0,0,0,40,0
65,1,109351,5,3,13,3,0,0,0,24,0
35,1,190728,9,1,1,3,0,0,0,40,0
39,3,329980,13,2,6,2,1,15024,0,50,0
51,1,118793,13,2,1,2,1,0,0,70,0
18,0,41385,9,2,0,2,1,4508,0,40,0
50,1,38310,4,1,7,4,0,0,0,40,0
58,1,29928,10,2,2,5,0,0,0,36,0
22,1,223019,9,0,8,1,0,0,0,40,0
50,1,198681,10,2,9,2,1,0,0,70,0
47,6,323798,13,2,6,2,1,0,0,40,0
35,1,298635,13,0,2,1,1,0,0,50,0
21,0,306779,10,0,0,0,1,0,0,40,0
45,4,40690,10,0,5,0,1,0,0,75,0
18,1,79443,7,0,7,0,1,0,0,8,0
43,3,304906,13,2,2,2,1,0,0,45,0
51,6,23698,9,2,7,2,1,0,0,40,0
29,1,114982,13,2,11,2,1,0,0,40,0
21,1,100462,11,0,6,0,0,2174,0,60,0
17,0,143331,7,0,0,0,1,0,0,40,0
23,1,217961,10,2,7,2,1,0,0,40,0
31,5,178449,15,2,1,2,1,0,0,40,0
41,1,29213,10,2,4,2,1,0,0,45,0
46,1,153328,10,0,12,3,0,0,0,40,0
27,1,66473,13,2,6,2,1,0,0,40,0
24,1,321435,13,0,6,1,1,0,0,50,0
42,1,304605,10,2,4,2,1,0,0,40,0
38,1,129573,9,2,4,2,1,0,0,41,0
35,1,38948,10,2,1,2,1,0,0,40,0
41,5,160785,9,2,4,2,1,0,0,40,0
49,1,149218,9,1,4,3,1,0,0,50,0
29,1,87905,9,1,7,1,1,10520,0,40,0
30,5,102130,10,2,4,2,1,0,0,40,0
43,6,265604,9,2,4,2,1,0,0,40,0
51,2,166459,14,2,6,2,1,0,0,40,0
35,1,28572,7,0,4,1,1,0,0,40,0
40,1,32533,4,2,10,2,1,0,0,30,0
20,2,178517,10,0,5,1,1,0,0,40,0
30,6,76313,9,2,14,4,1,0,0,48,0
58,1,144092,14,2,1,2,1,0,0,35,0
51,1,355551,9,0,4,3,0,0,0,45,10
54,1,175339,9,2,2,2,1,0,0,50,0
58,4,129786,9,4,5,1,1,0,0,50,0
35,1,107302,14,2,2,2,1,0,0,40,6
37,1,112554,9,2,2,2,1,0,0,45,0
44,1,197033,9,2,8,2,1,0,0,40,0
54,3,103794,14,1,6,3,0,5721,0,35,0
37,4,143774,13,2,1,5,0,0,0,40,4
36,1,126946,10,4,4,1,1,0,0,40,0
50,4,29231,9,2,6,2,1,0,0,45,0
49,1,277946,10,2,6,2,1,0,0,50,0
44,1,180019,9,5,8,3,0,0,0,40,0
45,2,187581,11,2,3,2,1,0,0,40,0
27,1,110073,13,0,11,1,1,0,0,40,8
35,5,215419,10,1,8,3,0,0,0,40,0
57,4,138285,12,2,7,2,1,0,0,40,24
52,1,259583,9,2,8,2,1,0,0,40,0
25,1,202203,13,0,8,3,0,0,0,60,0
67,5,191800,13,1,8,3,0,6360,0,35,0
45,4,29019,9,2,7,5,0,0,0,55,0
33,1,345277,13,0,11,1,0,0,0,45,0
24,1,170070,12,1,7,0,0,0,0,30,0
66,1,366425,9,2,7,2,1,0,0,40,0
25,1,124483,13,0,1,1,1,0,0,50,6
66,4,51415,11,2,5,2,1,4931,0,98,0
84,5,135839,11,3,8,1,0,0,0,14,0
73,3,191540,13,2,2,2,1,0,0,50,0
22,1,51985,10,0,7,0,1,1055,0,15,0
38,1,290306,9,2,4,2,1,0,0,40,0
72,0,173427,9,2,0,2,1,0,0,40,11
31,1,266126,9,0,7,1,0,0,0,30,0
57,1,337001,14,2,6,2,1,0,0,45,0
24,4,375313,10,0,1,1,1,0,0,40,0
40,4,26892,13,6,1,2,1,7298,0,50,0
22,1,207940,10,0,12,0,0,0,0,36,0
37,1,230408,9,1,7,1,0,0,0,20,0
28,1,405793,12,2,11,2,1,0,0,45,0
20,1,278155,10,0,8,0,1,0,0,40,0
41,3,146659,10,1,10,1,0,0,0,40,27
36,1,241306,10,2,4,2,1,0,0,40,0
53,6,276868,14,2,8,2,1,0,0,40,0
35,0,253860,9,1,0,3,0,0,0,20,0
26,1,82488,14,0,1,0,0,0,0,40,14
44,1,219591,10,1,12,0,1,0,0,40,0
25,1,109532,8,0,4,0,1,0,0,40,0
27,1,189974,10,1,8,0,0,0,0,20,0
47,1,116279,9,1,4,3,0,0,0,43,0
53,4,257728,9,2,4,2,1,0,0,50,0
22,1,191954,11,0,2,0,1,0,0,45,0
55,1,359972,13,2,6,2,1,0,1887,40,0
35,1,589809,10,0,6,1,1,13550,0,60,0
53,2,116367,10,1,8,4,0,4650,0,40,0
37,5,52465,9,0,7,1,1,0,0,40,0
36,1,745768,10,0,3,3,0,0,0,40,0
39,1,192664,10,1,10,0,1,0,0,40,0
45,4,285335,4,2,4,2,1,0,0,10,0
46,1,158656,12,0,1,3,0,0,0,36,0
35,1,143589,13,5,1,1,0,0,0,40,14
32,1,156464,9,2,4,2,1,0,0,40,0
45,4,32948,13,2,5,2,1,0,0,60,0
48,3,138370,14,5,2,1,1,0,0,50,6
34,5,32587,10,2,6,2,1,0,0,40,0
49,5,175958,7,2,12,2,1,0,0,40,7
26,1,402998,13,2,1,2,1,0,0,58,0
28,1,291374,8,0,2,3,0,0,0,40,0
58,1,199278,13,1,6,1,1,0,0,38,0
46,1,167882,9,1,11,1,0,0,0,43,0
39,3,135500,9,2,6,2,1,0,1977,40,0
50,1,271160,10,1,2,1,0,0,0,40,0
22,1,214716,9,0,7,0,0,0,0,40,0
62,1,138621,11,4,13,1,0,0,0,20,0
39,1,257942,13,2,2,2,1,0,0,60,0
23,0,281668,6,0,0,0,0,0,0,40,0
24,1,155150,9,2,10,2,1,0,0,40,0
61,1,438587,3,2,10,2,1,0,0,40,0
31,1,142921,13,0,11,1,0,0,0,40,0
37,3,317580,9,2,4,2,1,0,0,40,0
28,1,113987,9,2,10,5,0,0,0,40,0
46,1,105253,14,2,1,2,1,0,1977,50,0
24,1,49218,9,1,10,1,1,0,0,40,0
46,1,213140,13,2,1,2,1,0,0,40,3
42,6,236503,10,0,8,1,0,0,0,40,0
23,2,110128,10,0,7,0,1,0,0,40,0
32,1,169955,10,2,7,5,0,0,0,36,13
51,1,239155,11,1,7,1,1,0,0,40,0
17,1,230789,5,0,2,0,1,0,0,22,0
47,5,134671,10,2,6,2,1,0,0,40,0
23,1,124802,10,0,10,1,0,0,0,40,0
41,4,200479,9,0,4,1,1,0,0,48,0
43,2,139734,13,2,6,2,1,15024,0,40,0
53,1,215790,10,3,8,4,0,0,0,22,0
41,1,197919,9,2,8,5,0,0,0,60,0
27,1,144063,6,0,4,3,1,0,0,75,0
50,4,196504,16,2,1,2,1,0,0,23,0
44,1,103233,13,0,8,3,0,0,0,40,0
19,0,105460,10,0,0,0,1,0,0,20,8
34,2,227931,10,1,8,1,0,0,0,38,0
39,1,172186,9,2,7,2,1,5013,0,40,0
49,1,184098,13,2,2,2,1,0,0,50,0
17,1,355850,7,0,9,0,1,0,1602,15,0
23,1,292023,9,0,6,1,1,0,0,45,0
58,1,159008,13,2,1,2,1,0,1887,40,0
36,1,98389,12,2,6,2,1,0,0,44,0
27,1,423250,10,2,6,2,1,0,0,60,0
24,1,124242,9,0,8,0,0,0,0,40,0
37,1,343721,13,2,1,2,1,0,0,40,0
22,1,54825,9,0,2,1,1,0,0,40,0
45,4,341117,10,1,1,1,0,0,0,50,0
47,4,213745,10,1,7,3,0,0,0,45,0
29,1,170301,9,2,8,5,0,2829,0,40,0
35,1,409200,12,0,3,1,1,0,0,40,0
28,1,102533,10,4,12,1,1,0,0,40,0
26,1,62438,13,2,2,5,0,0,0,40,0
43,4,336763,10,1,2,3,0,0,880,42,0
42,1,344060,9,2,2,2,1,7298,0,40,5
33,1,279173,9,2,1,2,1,0,0,60,0
35,1,193241,10,2,8,2,1,0,0,38,0
51,2,103063,13,2,3,2,1,7298,0,40,0
18,1,35065,9,0,9,1,1,0,0,35,0
56,6,277420,13,2,6,2,1,0,0,40,13
18,1,338717,7,0,12,1,1,0,0,25,0
57,0,153788,13,2,0,5,0,99999,0,45,0
61,1,149620,10,1,7,1,1,0,0,40,0
51,4,159755,11,2,11,2,1,0,0,38,0
47,1,98012,14,2,1,5,0,7688,0,40,0
48,1,377401,10,1,2,1,1,0,0,40,0
18,1,327612,6,0,7,0,0,0,0,20,0
33,4,398874,13,0,11,0,1,0,0,40,0
43,1,51494,9,2,10,2,1,0,0,65,0
61,1,111563,7,2,9,2,1,0,0,27,0
54,1,175262,1,2,4,2,1,0,0,40,22
32,1,292592,9,0,7,0,0,0,0,35,0
53,1,35459,10,2,4,2,1,0,0,47,0
36,1,336367,12,0,6,3,1,0,0,50,0
27,5,123773,12,0,8,3,0,0,0,40,0
36,4,135416,10,2,7,5,0,0,0,50,0
42,1,200187,11,1,7,3,0,0,0,32,0
26,1,224426,14,0,6,0,1,0,0,38,0
43,1,323713,9,2,10,2,1,0,0,40,0
18,1,157131,8,0,2,0,0,0,0,8,0
33,2,150688,16,2,1,2,1,0,0,50,6
58,6,72998,7,1,4,1,0,14084,0,40,0
38,5,223004,10,1,3,1,1,0,0,75,0
27,1,216479,13,0,2,1,0,0,0,40,0
35,1,164526,9,2,7,2,1,0,0,40,17
27,4,189030,13,0,2,1,1,0,0,40,0
25,1,197651,10,0,11,0,0,0,0,43,0
24,1,402778,5,0,12,0,1,0,0,12,0
71,0,116165,10,3,0,1,0,0,0,14,16
27,1,152951,9,0,10,0,1,0,0,40,0
46,5,209057,14,2,6,2,1,0,0,50,0
23,1,193537,9,0,8,0,1,0,0,20,0
45,2,226452,9,2,7,2,1,0,0,40,0
22,1,247734,9,0,2,0,1,0,0,40,0
51,3,231230,13,2,6,2,1,0,0,25,0
32,1,291147,10,2,2,2,1,0,0,50,0
37,1,410034,9,2,4,2,1,0,0,56,0
36,5,127772,13,1,1,3,1,0,0,40,0
35,1,208378,8,4,10,3,0,0,0,40,0
39,1,179481,9,0,11,1,1,4650,0,44,0
43,1,184378,13,0,1,1,1,0,0,40,0
22,1,113062,13,0,6,0,0,0,0,7,0
21,1,130534,6,0,4,1,1,0,0,50,0
39,1,120130,10,4,10,0,1,0,0,40,0
26,1,111243,9,0,8,3,0,0,0,35,0
34,1,34848,10,2,9,2,1,4064,0,40,0
23,1,278391,9,0,9,0,1,0,0,40,0
26,1,248990,9,2,4,2,1,0,0,40,10
24,0,96844,10,0,0,1,0,0,0,20,0
45,1,205424,10,2,2,2,1,0,0,65,0
20,1,225811,9,0,2,0,0,0,0,23,0
33,1,452924,9,2,10,2,1,0,0,40,10
51,1,310774,15,2,1,2,1,0,0,50,0
35,1,226789,10,2,6,2,1,0,0,58,0
63,0,198559,9,2,0,2,1,0,0,16,0
20,1,166302,9,0,2,0,0,0,0,20,0
50,3,287598,10,2,4,2,1,0,0,70,0
46,1,173243,10,2,11,2,1,5178,0,40,0
34,1,265706,14,0,2,3,1,0,0,60,0
36,4,258289,9,0,4,0,1,0,0,35,0
60,1,420842,12,1,13,4,0,0,0,40,3
59,4,178353,9,2,6,2,1,0,0,50,0
63,0,52750,13,2,0,2,1,0,0,40,0
50,6,289572,10,2,8,2,1,0,0,40,0
22,1,33551,10,0,7,1,1,0,0,40,0
45,6,232997,10,2,9,2,1,0,0,65,0
73,1,173047,13,2,1,2,1,0,0,15,0
49,1,149337,13,2,6,2,1,0,0,40,0
39,1,165215,14,2,1,5,0,0,1902,18,0
42,0,175935,9,4,0,3,1,0,0,40,0
66,4,97847,13,2,2,2,1,0,0,50,0
41,1,320984,15,2,1,2,1,99999,0,65,0
56,4,52822,10,2,4,2,1,0,0,70,0
20,0,376474,10,0,0,0,1,0,0,32,0
68,1,204082,10,3,6,1,0,0,0,45,0
33,6,182714,15,0,1,1,0,0,0,65,0
46,4,110015,4,2,6,2,1,0,0,75,35
55,1,127014,9,2,7,2,1,0,0,60,0
33,1,236013,12,2,6,5,0,0,0,55,0
39,1,208778,9,2,10,5,0,0,0,40,0
42,1,246011,13,2,1,5,0,0,0,55,0
22,1,201729,5,0,12,4,1,0,0,30,0
39,5,327435,9,1,4,3,0,0,0,40,0
42,1,67243,9,2,4,2,1,0,0,50,18
69,1,41419,4,2,7,2,1,0,0,20,0
34,1,151693,9,1,8,3,0,0,0,40,0
30,1,196963,12,0,11,0,0,0,0,15,0
19,0,47235,10,0,0,0,0,0,0,20,0
42,3,173628,13,2,2,2,1,0,0,45,0
57,4,204387,13,2,6,2,1,0,1977,10,0
45,4,123681,15,2,1,2,1,0,0,40,0
26,1,301563,9,2,4,2,1,0,0,40,0
19,1,246226,9,0,4,1,0,0,0,40,0
